response,QualtricsID,overall_pleasantness,trial_id,invalid_trial
R_3nj2UiAJ34Y31tv,Q181_1,27.0,2_14_S,
R_7ajSdUpZgksrXjz,Q181_1,0.0,2_14_S,
R_1cnhbMhuECa9fX5,Q181_1,47.0,2_14_S,
R_7Lu4QIq3X8HK6A4,Q181_1,-5.0,2_14_S,
R_7UgTFkj1C6rNo5k,Q181_1,43.0,2_14_S,
R_54vZUwQFpC5yYnU,Q181_1,10.0,2_14_S,
R_5sShiW4FtJ2iJft,Q181_1,-100.0,2_14_S,
R_11hm6t4X5BgCJer,Q181_1,16.0,2_14_S,
R_3SlsEB84RFtsYaB,Q181_1,12.0,2_14_S,
R_7TYziOVIPnw7Tt7,Q181_1,16.0,2_14_S,
R_3QgBlGFmAXQOOYo,Q181_1,19.0,2_14_S,
R_5exvTvnYGQxYHmk,Q181_1,15.0,2_14_S,
R_3CkdS2pAdeypu10,Q181_1,3.0,2_14_S,
R_7rHfkVNs7QHbLag,Q181_1,-27.0,2_14_S,
R_1CCTScrn2uMkLvQ,Q181_1,35.0,2_14_S,
R_3lzeKfKWfV13bsI,Q181_1,-15.0,2_14_S,
R_7q3oA2eiv1mVVXV,Q181_1,-18.0,2_14_S,
R_3VvBfjYi2GDlIIN,Q181_1,23.0,2_14_S,
R_3ZUuSnuIJLb5zgZ,Q181_1,37.0,2_14_S,
R_72zc1kJ2g5kjTOH,Q181_1,-35.0,2_14_S,
R_73llbEZEiEOM6dM,Q181_1,23.0,2_14_S,
R_5xIPzVntMqAeUQ9,Q181_1,13.0,2_14_S,
R_5GePeLf7FEDRdre,Q181_1,42.0,2_14_S,
R_6lIRnXl5iQUgYpj,Q181_1,18.0,2_14_S,
R_3jpqjgXjaRUGHCx,Q181_1,56.0,2_14_S,
R_5By4YMKhNg17YVn,Q181_1,-27.0,2_14_S,
R_1NERt9E2i9XZDVC,Q181_1,36.0,2_14_S,
R_1rrqhIVOa2CidYB,Q181_1,50.0,2_14_S,
R_17sqFUGKskSfCfu,Q181_1,51.0,2_14_S,
R_1JOYHQs6EmxyUbv,Q181_1,14.0,2_14_S,
R_5COrRguDcQhsanw,Q181_1,84.0,2_14_S,
R_5nyjrWnBQAAly1P,Q181_1,10.0,2_14_S,
R_5dW9uuSSmK2iAff,Q181_1,-35.0,2_14_S,
R_3uFR5h8zXLFLHLb,Q181_1,36.0,2_14_S,
R_1cTk4JpFTveIkoz,Q181_1,61.0,2_14_S,
R_6UW0Lrs0Xg0m5PN,Q181_1,42.0,2_14_S,
R_1DP2enDFn5QykNB,Q181_1,21.0,2_14_S,
R_3tFLQZzQgMqNqW5,Q181_1,7.0,2_14_S,
R_3uGD1JnZB7R76et,Q181_1,57.0,2_14_S,
R_1lLczv84whbk80U,Q181_1,44.0,2_14_S,
R_1Id5qj62HUwiyBm,Q181_1,19.0,2_14_S,
R_1dsJS0UUWqDvId3,Q181_1,30.0,2_14_S,
R_5hQ2E2VT84LrZSf,Q181_1,16.0,2_14_S,
R_39bn3d5gFOxzYMr,Q181_1,29.0,2_14_S,
R_5QFSUrEAbuWXQZ3,Q181_1,13.0,2_14_S,
R_342jRMCUa8BrKAF,Q181_1,65.0,2_14_S,
R_3EgstgVxibvqfeh,Q181_1,12.0,2_14_S,
R_6gz8jeGkaIWjWUh,Q181_1,-40.0,2_14_S,
R_6efcBElj6FCvBmV,Q197_1,-8.0,2_20_S,
R_75rcpr2IJ8FQlt7,Q197_1,-18.0,2_20_S,
R_6ONTIhMg73HcsJO,Q197_1,-5.0,2_20_S,
R_7PLFHJcP1sCHknL,Q197_1,28.0,2_20_S,
R_5QgKsFptfykYF2a,Q197_1,31.0,2_20_S,
R_3rBtmvEFGlA2euY,Q197_1,-23.0,2_20_S,
R_7YYzxAhoTh0JzDz,Q197_1,-27.0,2_20_S,
R_5el6gvrcCYCt9gm,Q197_1,13.0,2_20_S,
R_1cS00YwPv0qYkwf,Q197_1,49.0,2_20_S,
R_6CPHrtuj7SP8UUC,Q197_1,-14.0,2_20_S,
R_5BQMO4HCVitDKDr,Q197_1,54.0,2_20_S,
R_7D5CyBlRpKaBWlr,Q197_1,-44.0,2_20_S,
R_3FSbLaIbYu79r78,Q197_1,-13.0,2_20_S,
R_3TiyiRowq9eTX8J,Q197_1,32.0,2_20_S,
R_5e50bw1UZocht0y,Q197_1,-81.0,2_20_S,
R_3G3Y6hfZSzdgBIk,Q197_1,-7.0,2_20_S,
R_5HSUjAwXWAqyfxD,Q197_1,55.0,2_20_S,
R_53uQeWN39gLkXLP,Q197_1,-100.0,2_20_S,
R_3mqn53rHOjfcngB,Q197_1,21.0,2_20_S,
R_1FQflkMldupaWLW,Q197_1,77.0,2_20_S,
R_6ZNxkJ8czyVt7E1,Q197_1,-13.0,2_20_S,
R_7wp3WmD3UFSKp9M,Q197_1,27.0,2_20_S,
R_62Rs0EUUEsYnwXI,Q197_1,-55.0,2_20_S,
R_1TxCWzBLCRYWFYl,Q197_1,23.0,2_20_S,
R_7TuVgZfkHx9dFMD,Q197_1,-36.0,2_20_S,
R_3np9puN9JlT7IH3,Q197_1,-17.0,2_20_S,
R_36lHnpb15HnFYdh,Q197_1,-21.0,2_20_S,
R_3nj2UiAJ34Y31tv,Q197_1,-50.0,2_20_S,
R_1cnhbMhuECa9fX5,Q197_1,18.0,2_20_S,
R_7Lu4QIq3X8HK6A4,Q197_1,25.0,2_20_S,
R_57mv6qMHJatnktk,Q197_1,9.0,2_20_S,
R_7UgTFkj1C6rNo5k,Q197_1,-88.0,2_20_S,
R_54vZUwQFpC5yYnU,Q197_1,17.0,2_20_S,
R_5sShiW4FtJ2iJft,Q197_1,-5.0,2_20_S,
R_6pU0piaLpro8dYR,Q197_1,5.0,2_20_S,
R_11hm6t4X5BgCJer,Q197_1,-14.0,2_20_S,
R_3SlsEB84RFtsYaB,Q197_1,10.0,2_20_S,
R_7TYziOVIPnw7Tt7,Q197_1,-56.0,2_20_S,
R_3QgBlGFmAXQOOYo,Q197_1,33.0,2_20_S,
R_5exvTvnYGQxYHmk,Q197_1,17.0,2_20_S,
R_6qiVb9WslcV95D3,Q197_1,-70.0,2_20_S,
R_3CkdS2pAdeypu10,Q197_1,-17.0,2_20_S,
R_7rHfkVNs7QHbLag,Q197_1,46.0,2_20_S,
R_1CCTScrn2uMkLvQ,Q197_1,-50.0,2_20_S,
R_3lzeKfKWfV13bsI,Q197_1,-29.0,2_20_S,
R_7q3oA2eiv1mVVXV,Q197_1,-52.0,2_20_S,
R_3VvBfjYi2GDlIIN,Q197_1,22.0,2_20_S,
R_3ZUuSnuIJLb5zgZ,Q197_1,-13.0,2_20_S,
R_72zc1kJ2g5kjTOH,Q197_1,3.0,2_20_S,
R_73llbEZEiEOM6dM,Q197_1,3.0,2_20_S,
R_5xIPzVntMqAeUQ9,Q197_1,-27.0,2_20_S,
R_5GePeLf7FEDRdre,Q197_1,-22.0,2_20_S,
R_6lIRnXl5iQUgYpj,Q197_1,-13.0,2_20_S,
R_3jpqjgXjaRUGHCx,Q197_1,-7.0,2_20_S,
R_5By4YMKhNg17YVn,Q197_1,-63.0,2_20_S,
R_5RjPUCAz9Tjz4Co,Q197_1,25.0,2_20_S,
R_1NERt9E2i9XZDVC,Q197_1,5.0,2_20_S,
R_1rrqhIVOa2CidYB,Q197_1,-11.0,2_20_S,
R_17sqFUGKskSfCfu,Q197_1,16.0,2_20_S,
R_1JOYHQs6EmxyUbv,Q197_1,59.0,2_20_S,
R_5COrRguDcQhsanw,Q197_1,71.0,2_20_S,
R_5nyjrWnBQAAly1P,Q197_1,-54.0,2_20_S,
R_5dW9uuSSmK2iAff,Q197_1,-43.0,2_20_S,
R_3uFR5h8zXLFLHLb,Q197_1,-23.0,2_20_S,
R_1cTk4JpFTveIkoz,Q197_1,39.0,2_20_S,
R_6UW0Lrs0Xg0m5PN,Q197_1,-29.0,2_20_S,
R_1DP2enDFn5QykNB,Q197_1,-5.0,2_20_S,
R_3tFLQZzQgMqNqW5,Q197_1,-46.0,2_20_S,
R_3uGD1JnZB7R76et,Q197_1,-29.0,2_20_S,
R_5EuWWZqyvedjNXe,Q197_1,8.0,2_20_S,
R_1lLczv84whbk80U,Q197_1,23.0,2_20_S,
R_1Id5qj62HUwiyBm,Q197_1,20.0,2_20_S,
R_1dsJS0UUWqDvId3,Q197_1,51.0,2_20_S,
R_5hQ2E2VT84LrZSf,Q197_1,26.0,2_20_S,
R_39bn3d5gFOxzYMr,Q197_1,-55.0,2_20_S,
R_5QFSUrEAbuWXQZ3,Q197_1,27.0,2_20_S,
R_342jRMCUa8BrKAF,Q197_1,52.0,2_20_S,
R_3EgstgVxibvqfeh,Q197_1,-9.0,2_20_S,
R_6gz8jeGkaIWjWUh,Q197_1,66.0,2_20_S,
R_6efcBElj6FCvBmV,Q213_1,48.0,3_15_S,
R_75rcpr2IJ8FQlt7,Q213_1,13.0,3_15_S,
R_6ONTIhMg73HcsJO,Q213_1,27.0,3_15_S,
R_7PLFHJcP1sCHknL,Q213_1,36.0,3_15_S,
R_5QgKsFptfykYF2a,Q213_1,34.0,3_15_S,
R_3rBtmvEFGlA2euY,Q213_1,9.0,3_15_S,
R_7YYzxAhoTh0JzDz,Q213_1,-16.0,3_15_S,
R_5el6gvrcCYCt9gm,Q213_1,54.0,3_15_S,
R_6CPHrtuj7SP8UUC,Q213_1,64.0,3_15_S,
R_5BQMO4HCVitDKDr,Q213_1,68.0,3_15_S,
R_7D5CyBlRpKaBWlr,Q213_1,87.0,3_15_S,
R_3FSbLaIbYu79r78,Q213_1,6.0,3_15_S,
R_3TiyiRowq9eTX8J,Q213_1,27.0,3_15_S,
R_6anxUAYCOl9WRmc,Q213_1,23.0,3_15_S,
R_5e50bw1UZocht0y,Q213_1,-31.0,3_15_S,
R_3G3Y6hfZSzdgBIk,Q213_1,26.0,3_15_S,
R_5HSUjAwXWAqyfxD,Q213_1,35.0,3_15_S,
R_53uQeWN39gLkXLP,Q213_1,-52.0,3_15_S,
R_3mqn53rHOjfcngB,Q213_1,27.0,3_15_S,
R_1FQflkMldupaWLW,Q213_1,97.0,3_15_S,
R_6ZNxkJ8czyVt7E1,Q213_1,35.0,3_15_S,
R_322x31PwAj0M5GN,Q213_1,84.0,3_15_S,
R_7wp3WmD3UFSKp9M,Q213_1,21.0,3_15_S,
R_1TxCWzBLCRYWFYl,Q213_1,79.0,3_15_S,
R_7TuVgZfkHx9dFMD,Q213_1,90.0,3_15_S,
R_3np9puN9JlT7IH3,Q213_1,-11.0,3_15_S,
R_3nj2UiAJ34Y31tv,Q213_1,22.0,3_15_S,
R_71gVwQQYAqAD4GH,Q213_1,60.0,3_15_S,
R_7ajSdUpZgksrXjz,Q213_1,70.0,3_15_S,
R_1cnhbMhuECa9fX5,Q213_1,51.0,3_15_S,
R_7Lu4QIq3X8HK6A4,Q213_1,10.0,3_15_S,
R_57mv6qMHJatnktk,Q213_1,29.0,3_15_S,
R_7UgTFkj1C6rNo5k,Q213_1,-5.0,3_15_S,
R_7qW0qJgzLWxGmIp,Q213_1,84.0,3_15_S,
R_54vZUwQFpC5yYnU,Q213_1,14.0,3_15_S,
R_6pU0piaLpro8dYR,Q213_1,13.0,3_15_S,
R_11hm6t4X5BgCJer,Q213_1,27.0,3_15_S,
R_3SlsEB84RFtsYaB,Q213_1,-11.0,3_15_S,
R_7TYziOVIPnw7Tt7,Q213_1,-48.0,3_15_S,
R_3QgBlGFmAXQOOYo,Q213_1,94.0,3_15_S,
R_5exvTvnYGQxYHmk,Q213_1,40.0,3_15_S,
R_6qiVb9WslcV95D3,Q213_1,49.0,3_15_S,
R_3CkdS2pAdeypu10,Q213_1,3.0,3_15_S,
R_1CCTScrn2uMkLvQ,Q213_1,27.0,3_15_S,
R_3lzeKfKWfV13bsI,Q213_1,13.0,3_15_S,
R_7q3oA2eiv1mVVXV,Q213_1,31.0,3_15_S,
R_3VvBfjYi2GDlIIN,Q213_1,31.0,3_15_S,
R_3ZUuSnuIJLb5zgZ,Q213_1,55.0,3_15_S,
R_72zc1kJ2g5kjTOH,Q213_1,23.0,3_15_S,
R_73llbEZEiEOM6dM,Q213_1,26.0,3_15_S,
R_5xIPzVntMqAeUQ9,Q213_1,15.0,3_15_S,
R_5GePeLf7FEDRdre,Q213_1,36.0,3_15_S,
R_6lIRnXl5iQUgYpj,Q213_1,6.0,3_15_S,
R_3jpqjgXjaRUGHCx,Q213_1,66.0,3_15_S,
R_5By4YMKhNg17YVn,Q213_1,63.0,3_15_S,
R_5ib6q2Swb0efZFF,Q213_1,-9.0,3_15_S,
R_1NERt9E2i9XZDVC,Q213_1,-13.0,3_15_S,
R_1rrqhIVOa2CidYB,Q213_1,13.0,3_15_S,
R_17sqFUGKskSfCfu,Q213_1,40.0,3_15_S,
R_1JOYHQs6EmxyUbv,Q213_1,-16.0,3_15_S,
R_5COrRguDcQhsanw,Q213_1,85.0,3_15_S,
R_5nyjrWnBQAAly1P,Q213_1,-5.0,3_15_S,
R_3N2GrWz9K9xZojW,Q213_1,33.0,3_15_S,
R_1cTk4JpFTveIkoz,Q213_1,43.0,3_15_S,
R_6UW0Lrs0Xg0m5PN,Q213_1,83.0,3_15_S,
R_3egcrtAzyscZ7O6,Q213_1,21.0,3_15_S,
R_1DP2enDFn5QykNB,Q213_1,13.0,3_15_S,
R_3tFLQZzQgMqNqW5,Q213_1,91.0,3_15_S,
R_3uGD1JnZB7R76et,Q213_1,100.0,3_15_S,
R_1lLczv84whbk80U,Q213_1,9.0,3_15_S,
R_1Id5qj62HUwiyBm,Q213_1,32.0,3_15_S,
R_1zfiymtsGq0Wgsp,Q213_1,58.0,3_15_S,
R_1dsJS0UUWqDvId3,Q213_1,19.0,3_15_S,
R_5hQ2E2VT84LrZSf,Q213_1,-14.0,3_15_S,
R_39bn3d5gFOxzYMr,Q213_1,-66.0,3_15_S,
R_5QFSUrEAbuWXQZ3,Q213_1,21.0,3_15_S,
R_342jRMCUa8BrKAF,Q213_1,55.0,3_15_S,
R_3EgstgVxibvqfeh,Q213_1,42.0,3_15_S,
R_6gz8jeGkaIWjWUh,Q213_1,-52.0,3_15_S,
R_6efcBElj6FCvBmV,Q217_1,21.0,3_16_O,
R_75rcpr2IJ8FQlt7,Q217_1,-13.0,3_16_O,
R_6ONTIhMg73HcsJO,Q217_1,8.0,3_16_O,
R_7PLFHJcP1sCHknL,Q217_1,8.0,3_16_O,
R_5QgKsFptfykYF2a,Q217_1,36.0,3_16_O,
R_3rBtmvEFGlA2euY,Q217_1,42.0,3_16_O,
R_7YYzxAhoTh0JzDz,Q217_1,-11.0,3_16_O,
R_5el6gvrcCYCt9gm,Q217_1,49.0,3_16_O,
R_1cS00YwPv0qYkwf,Q217_1,6.0,3_16_O,
R_6CPHrtuj7SP8UUC,Q217_1,27.0,3_16_O,
R_5BQMO4HCVitDKDr,Q217_1,40.0,3_16_O,
R_7D5CyBlRpKaBWlr,Q217_1,-40.0,3_16_O,
R_3FSbLaIbYu79r78,Q217_1,16.0,3_16_O,
R_3TiyiRowq9eTX8J,Q217_1,13.0,3_16_O,
R_6anxUAYCOl9WRmc,Q217_1,10.0,3_16_O,
R_5e50bw1UZocht0y,Q217_1,-77.0,3_16_O,
R_3G3Y6hfZSzdgBIk,Q217_1,-53.0,3_16_O,
R_53uQeWN39gLkXLP,Q217_1,80.0,3_16_O,
R_3mqn53rHOjfcngB,Q217_1,24.0,3_16_O,
R_1FQflkMldupaWLW,Q217_1,18.0,3_16_O,
R_6ZNxkJ8czyVt7E1,Q217_1,-7.0,3_16_O,
R_322x31PwAj0M5GN,Q217_1,-9.0,3_16_O,
R_7wp3WmD3UFSKp9M,Q217_1,0.0,3_16_O,
R_1TxCWzBLCRYWFYl,Q217_1,7.0,3_16_O,
R_7TuVgZfkHx9dFMD,Q217_1,-42.0,3_16_O,
R_3np9puN9JlT7IH3,Q217_1,-11.0,3_16_O,
R_36lHnpb15HnFYdh,Q217_1,-2.0,3_16_O,
R_3nj2UiAJ34Y31tv,Q217_1,-61.0,3_16_O,
R_7ajSdUpZgksrXjz,Q217_1,-8.0,3_16_O,
R_1cnhbMhuECa9fX5,Q217_1,72.0,3_16_O,
R_7Lu4QIq3X8HK6A4,Q217_1,47.0,3_16_O,
R_57mv6qMHJatnktk,Q217_1,19.0,3_16_O,
R_7UgTFkj1C6rNo5k,Q217_1,38.0,3_16_O,
R_54vZUwQFpC5yYnU,Q217_1,13.0,3_16_O,
R_5sShiW4FtJ2iJft,Q217_1,-100.0,3_16_O,
R_6pU0piaLpro8dYR,Q217_1,-6.0,3_16_O,
R_11hm6t4X5BgCJer,Q217_1,-24.0,3_16_O,
R_3SlsEB84RFtsYaB,Q217_1,27.0,3_16_O,
R_7TYziOVIPnw7Tt7,Q217_1,0.0,3_16_O,
R_3QgBlGFmAXQOOYo,Q217_1,41.0,3_16_O,
R_5exvTvnYGQxYHmk,Q217_1,0.0,3_16_O,
R_6qiVb9WslcV95D3,Q217_1,-46.0,3_16_O,
R_3CkdS2pAdeypu10,Q217_1,-8.0,3_16_O,
R_7rHfkVNs7QHbLag,Q217_1,8.0,3_16_O,
R_1CCTScrn2uMkLvQ,Q217_1,-18.0,3_16_O,
R_3lzeKfKWfV13bsI,Q217_1,-6.0,3_16_O,
R_7q3oA2eiv1mVVXV,Q217_1,21.0,3_16_O,
R_3VvBfjYi2GDlIIN,Q217_1,-32.0,3_16_O,
R_3ZUuSnuIJLb5zgZ,Q217_1,12.0,3_16_O,
R_72zc1kJ2g5kjTOH,Q217_1,0.0,3_16_O,
R_5GePeLf7FEDRdre,Q217_1,20.0,3_16_O,
R_6lIRnXl5iQUgYpj,Q217_1,-17.0,3_16_O,
R_3jpqjgXjaRUGHCx,Q217_1,-69.0,3_16_O,
R_5By4YMKhNg17YVn,Q217_1,-71.0,3_16_O,
R_5ib6q2Swb0efZFF,Q217_1,-37.0,3_16_O,
R_1NERt9E2i9XZDVC,Q217_1,19.0,3_16_O,
R_1rrqhIVOa2CidYB,Q217_1,18.0,3_16_O,
R_17sqFUGKskSfCfu,Q217_1,9.0,3_16_O,
R_1JOYHQs6EmxyUbv,Q217_1,-60.0,3_16_O,
R_5COrRguDcQhsanw,Q217_1,95.0,3_16_O,
R_5nyjrWnBQAAly1P,Q217_1,-28.0,3_16_O,
R_5dW9uuSSmK2iAff,Q217_1,-63.0,3_16_O,
R_3uFR5h8zXLFLHLb,Q217_1,-8.0,3_16_O,
R_1cTk4JpFTveIkoz,Q217_1,-29.0,3_16_O,
R_6UW0Lrs0Xg0m5PN,Q217_1,68.0,3_16_O,
R_1DP2enDFn5QykNB,Q217_1,55.0,3_16_O,
R_3tFLQZzQgMqNqW5,Q217_1,-19.0,3_16_O,
R_5EuWWZqyvedjNXe,Q217_1,6.0,3_16_O,
R_1lLczv84whbk80U,Q217_1,12.0,3_16_O,
R_1Id5qj62HUwiyBm,Q217_1,5.0,3_16_O,
R_1zfiymtsGq0Wgsp,Q217_1,49.0,3_16_O,
R_1dsJS0UUWqDvId3,Q217_1,49.0,3_16_O,
R_5hQ2E2VT84LrZSf,Q217_1,72.0,3_16_O,
R_39bn3d5gFOxzYMr,Q217_1,-78.0,3_16_O,
R_5QFSUrEAbuWXQZ3,Q217_1,-5.0,3_16_O,
R_342jRMCUa8BrKAF,Q217_1,49.0,3_16_O,
R_3EgstgVxibvqfeh,Q217_1,-10.0,3_16_O,
R_6gz8jeGkaIWjWUh,Q217_1,0.0,3_16_O,
R_75rcpr2IJ8FQlt7,Q233_1,12.0,3_25_O,
R_6ONTIhMg73HcsJO,Q233_1,18.0,3_25_O,
R_7PLFHJcP1sCHknL,Q233_1,12.0,3_25_O,
R_5QgKsFptfykYF2a,Q233_1,30.0,3_25_O,
R_3rBtmvEFGlA2euY,Q233_1,39.0,3_25_O,
R_5el6gvrcCYCt9gm,Q233_1,-16.0,3_25_O,
R_6CPHrtuj7SP8UUC,Q233_1,22.0,3_25_O,
R_5BQMO4HCVitDKDr,Q233_1,61.0,3_25_O,
R_7D5CyBlRpKaBWlr,Q233_1,100.0,3_25_O,
R_3FSbLaIbYu79r78,Q233_1,12.0,3_25_O,
R_3TiyiRowq9eTX8J,Q233_1,48.0,3_25_O,
R_6anxUAYCOl9WRmc,Q233_1,29.0,3_25_O,
R_3G3Y6hfZSzdgBIk,Q233_1,4.0,3_25_O,
R_5HSUjAwXWAqyfxD,Q233_1,17.0,3_25_O,
R_3mqn53rHOjfcngB,Q233_1,26.0,3_25_O,
R_1FQflkMldupaWLW,Q233_1,52.0,3_25_O,
R_6ZNxkJ8czyVt7E1,Q233_1,18.0,3_25_O,
R_322x31PwAj0M5GN,Q233_1,64.0,3_25_O,
R_7wp3WmD3UFSKp9M,Q233_1,-2.0,3_25_O,
R_62Rs0EUUEsYnwXI,Q233_1,-23.0,3_25_O,
R_1TxCWzBLCRYWFYl,Q233_1,52.0,3_25_O,
R_7TuVgZfkHx9dFMD,Q233_1,-22.0,3_25_O,
R_3np9puN9JlT7IH3,Q233_1,23.0,3_25_O,
R_36lHnpb15HnFYdh,Q233_1,6.0,3_25_O,
R_3GO2G8l7RjVyHoR,Q233_1,-24.0,3_25_O,
R_3nj2UiAJ34Y31tv,Q233_1,-45.0,3_25_O,
R_7ajSdUpZgksrXjz,Q233_1,32.0,3_25_O,
R_1cnhbMhuECa9fX5,Q233_1,33.0,3_25_O,
R_7Lu4QIq3X8HK6A4,Q233_1,-21.0,3_25_O,
R_57mv6qMHJatnktk,Q233_1,9.0,3_25_O,
R_7UgTFkj1C6rNo5k,Q233_1,-54.0,3_25_O,
R_54vZUwQFpC5yYnU,Q233_1,23.0,3_25_O,
R_6pU0piaLpro8dYR,Q233_1,0.0,3_25_O,
R_11hm6t4X5BgCJer,Q233_1,45.0,3_25_O,
R_7TYziOVIPnw7Tt7,Q233_1,-55.0,3_25_O,
R_3QgBlGFmAXQOOYo,Q233_1,67.0,3_25_O,
R_5exvTvnYGQxYHmk,Q233_1,7.0,3_25_O,
R_6qiVb9WslcV95D3,Q233_1,-18.0,3_25_O,
R_3CkdS2pAdeypu10,Q233_1,14.0,3_25_O,
R_7rHfkVNs7QHbLag,Q233_1,47.0,3_25_O,
R_1CCTScrn2uMkLvQ,Q233_1,43.0,3_25_O,
R_3lzeKfKWfV13bsI,Q233_1,8.0,3_25_O,
R_7q3oA2eiv1mVVXV,Q233_1,-12.0,3_25_O,
R_3VvBfjYi2GDlIIN,Q233_1,7.0,3_25_O,
R_6QopCGKzit4HLkS,Q233_1,0.0,3_25_O,
R_3ZUuSnuIJLb5zgZ,Q233_1,25.0,3_25_O,
R_72zc1kJ2g5kjTOH,Q233_1,-15.0,3_25_O,
R_73llbEZEiEOM6dM,Q233_1,10.0,3_25_O,
R_5xIPzVntMqAeUQ9,Q233_1,19.0,3_25_O,
R_5GePeLf7FEDRdre,Q233_1,27.0,3_25_O,
R_6lIRnXl5iQUgYpj,Q233_1,-6.0,3_25_O,
R_3jpqjgXjaRUGHCx,Q233_1,59.0,3_25_O,
R_5By4YMKhNg17YVn,Q233_1,100.0,3_25_O,
R_3CNngBqSh8JZci4,Q233_1,12.0,3_25_O,
R_1rrqhIVOa2CidYB,Q233_1,25.0,3_25_O,
R_17sqFUGKskSfCfu,Q233_1,31.0,3_25_O,
R_1JOYHQs6EmxyUbv,Q233_1,47.0,3_25_O,
R_5COrRguDcQhsanw,Q233_1,88.0,3_25_O,
R_5nyjrWnBQAAly1P,Q233_1,-7.0,3_25_O,
R_3N2GrWz9K9xZojW,Q233_1,-5.0,3_25_O,
R_3uFR5h8zXLFLHLb,Q233_1,36.0,3_25_O,
R_1cTk4JpFTveIkoz,Q233_1,47.0,3_25_O,
R_6UW0Lrs0Xg0m5PN,Q233_1,73.0,3_25_O,
R_3egcrtAzyscZ7O6,Q233_1,11.0,3_25_O,
R_1DP2enDFn5QykNB,Q233_1,-23.0,3_25_O,
R_3tFLQZzQgMqNqW5,Q233_1,-18.0,3_25_O,
R_3uGD1JnZB7R76et,Q233_1,47.0,3_25_O,
R_1lLczv84whbk80U,Q233_1,39.0,3_25_O,
R_1Id5qj62HUwiyBm,Q233_1,4.0,3_25_O,
R_1zfiymtsGq0Wgsp,Q233_1,56.0,3_25_O,
R_1dsJS0UUWqDvId3,Q233_1,50.0,3_25_O,
R_5hQ2E2VT84LrZSf,Q233_1,-19.0,3_25_O,
R_39bn3d5gFOxzYMr,Q233_1,20.0,3_25_O,
R_3qoYnwai4eDTGkp,Q233_1,50.0,3_25_O,
R_5QFSUrEAbuWXQZ3,Q233_1,16.0,3_25_O,
R_342jRMCUa8BrKAF,Q233_1,58.0,3_25_O,
R_3EgstgVxibvqfeh,Q233_1,14.0,3_25_O,
R_6gz8jeGkaIWjWUh,Q233_1,38.0,3_25_O,
R_7Fg1XuwBBdNO5lH,Q257_1,11.0,4_31_O,
R_6efcBElj6FCvBmV,Q257_1,29.0,4_31_O,
R_75rcpr2IJ8FQlt7,Q257_1,9.0,4_31_O,
R_6ONTIhMg73HcsJO,Q257_1,-5.0,4_31_O,
R_7PLFHJcP1sCHknL,Q257_1,26.0,4_31_O,
R_5QgKsFptfykYF2a,Q257_1,15.0,4_31_O,
R_3rBtmvEFGlA2euY,Q257_1,20.0,4_31_O,
R_7YYzxAhoTh0JzDz,Q257_1,-12.0,4_31_O,
R_5el6gvrcCYCt9gm,Q257_1,17.0,4_31_O,
R_1cS00YwPv0qYkwf,Q257_1,27.0,4_31_O,
R_6CPHrtuj7SP8UUC,Q257_1,19.0,4_31_O,
R_5BQMO4HCVitDKDr,Q257_1,39.0,4_31_O,
R_7D5CyBlRpKaBWlr,Q257_1,32.0,4_31_O,
R_3FSbLaIbYu79r78,Q257_1,-16.0,4_31_O,
R_3TiyiRowq9eTX8J,Q257_1,29.0,4_31_O,
R_6anxUAYCOl9WRmc,Q257_1,41.0,4_31_O,
R_5e50bw1UZocht0y,Q257_1,32.0,4_31_O,
R_3G3Y6hfZSzdgBIk,Q257_1,12.0,4_31_O,
R_5HSUjAwXWAqyfxD,Q257_1,9.0,4_31_O,
R_3mqn53rHOjfcngB,Q257_1,61.0,4_31_O,
R_1FQflkMldupaWLW,Q257_1,19.0,4_31_O,
R_6ZNxkJ8czyVt7E1,Q257_1,-2.0,4_31_O,
R_322x31PwAj0M5GN,Q257_1,-10.0,4_31_O,
R_7wp3WmD3UFSKp9M,Q257_1,8.0,4_31_O,
R_62Rs0EUUEsYnwXI,Q257_1,-23.0,4_31_O,
R_1TxCWzBLCRYWFYl,Q257_1,48.0,4_31_O,
R_7TuVgZfkHx9dFMD,Q257_1,-17.0,4_31_O,
R_3np9puN9JlT7IH3,Q257_1,73.0,4_31_O,
R_36lHnpb15HnFYdh,Q257_1,-2.0,4_31_O,
R_3nj2UiAJ34Y31tv,Q257_1,-23.0,4_31_O,
R_7ajSdUpZgksrXjz,Q257_1,35.0,4_31_O,
R_1cnhbMhuECa9fX5,Q257_1,75.0,4_31_O,
R_7Lu4QIq3X8HK6A4,Q257_1,8.0,4_31_O,
R_7UgTFkj1C6rNo5k,Q257_1,19.0,4_31_O,
R_7qW0qJgzLWxGmIp,Q257_1,17.0,4_31_O,
R_54vZUwQFpC5yYnU,Q257_1,15.0,4_31_O,
R_5sShiW4FtJ2iJft,Q257_1,-9.0,4_31_O,
R_6pU0piaLpro8dYR,Q257_1,-29.0,4_31_O,
R_11hm6t4X5BgCJer,Q257_1,16.0,4_31_O,
R_3SlsEB84RFtsYaB,Q257_1,-38.0,4_31_O,
R_7TYziOVIPnw7Tt7,Q257_1,-8.0,4_31_O,
R_3QgBlGFmAXQOOYo,Q257_1,69.0,4_31_O,
R_5exvTvnYGQxYHmk,Q257_1,31.0,4_31_O,
